,src_ip,dst_ip,src_port,dst_port,t_proto,dsfield,ip_flags,length,application,traffic_type,arc,d_proto
257,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,1392,facebook,chat,nonvpn,DATA
258,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,1392,facebook,chat,nonvpn,DATA
259,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,224,facebook,chat,nonvpn,DATA
260,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,160,facebook,chat,nonvpn,DATA
261,131.202.240.87,74.125.226.166,56937,443,udp,0x00,0x00,88,facebook,chat,nonvpn,DATA
262,131.202.240.87,74.125.226.166,56937,443,udp,0x00,0x00,82,facebook,chat,nonvpn,DATA
263,131.202.240.87,74.125.226.166,56937,443,udp,0x00,0x00,341,facebook,chat,nonvpn,DATA
264,131.202.240.87,74.125.226.166,56937,443,udp,0x00,0x00,773,facebook,chat,nonvpn,DATA
265,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,80,facebook,chat,nonvpn,DATA
266,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,99,facebook,chat,nonvpn,DATA
267,74.125.226.166,131.202.240.87,443,56937,udp,0x00,0x00,428,facebook,chat,nonvpn,DATA
268,131.202.240.87,74.125.226.166,56937,443,udp,0x00,0x00,85,facebook,chat,nonvpn,DATA
269,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
270,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1317,facebook,chat,nonvpn,TLS
271,131.202.240.87,131.202.244.3,56955,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
272,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
273,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,150,facebook,chat,nonvpn,TLS
274,131.202.244.3,131.202.240.87,53,56955,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
275,131.202.240.87,131.202.244.3,56955,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
276,131.202.244.3,131.202.240.87,53,56955,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
277,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
278,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
279,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
280,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
281,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
282,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1194,facebook,chat,nonvpn,TLS
283,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
284,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
285,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,146,facebook,chat,nonvpn,TLS
286,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
287,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
288,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,698,facebook,chat,nonvpn,TLS
289,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1299,facebook,chat,nonvpn,TLS
290,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,641,facebook,chat,nonvpn,TLS
291,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
292,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
293,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
294,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,202,facebook,chat,nonvpn,TLS
295,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
296,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
297,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
298,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
299,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,972,facebook,chat,nonvpn,TLS
300,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
301,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
302,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
303,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,145,facebook,chat,nonvpn,TLS
304,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1299,facebook,chat,nonvpn,TLS
305,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,575,facebook,chat,nonvpn,TLS
306,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
307,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
308,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,783,facebook,chat,nonvpn,TLS
309,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
310,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
311,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
312,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
313,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
314,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
315,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
316,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
317,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,593,facebook,chat,nonvpn,TLS
318,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
319,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,706,facebook,chat,nonvpn,TLS
320,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
321,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
322,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
323,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
324,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
325,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
326,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,523,facebook,chat,nonvpn,TLS
327,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
328,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,174,facebook,chat,nonvpn,TLS
329,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
330,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
331,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
332,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,322,facebook,chat,nonvpn,TLS
333,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
334,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,317,facebook,chat,nonvpn,TLS
335,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
336,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,805,facebook,chat,nonvpn,TLS
337,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,708,facebook,chat,nonvpn,TLS
338,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,485,facebook,chat,nonvpn,TLS
339,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1299,facebook,chat,nonvpn,TLS
340,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
341,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
342,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,820,facebook,chat,nonvpn,TLS
343,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
344,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,696,facebook,chat,nonvpn,TLS
345,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
346,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,660,facebook,chat,nonvpn,TLS
347,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1299,facebook,chat,nonvpn,TLS
348,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
349,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
350,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
351,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
352,131.202.240.87,64.12.104.73,1258,443,tcp,0x00,0x40,128,facebook,chat,nonvpn,TLS
353,131.202.240.87,64.12.104.85,1254,443,tcp,0x00,0x40,107,facebook,chat,nonvpn,TLS
354,64.12.104.73,131.202.240.87,443,1258,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
355,64.12.104.85,131.202.240.87,443,1254,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
356,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,562,facebook,chat,nonvpn,TLS
357,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
358,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,365,facebook,chat,nonvpn,TLS
359,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
360,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
361,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
362,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
363,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
364,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
365,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,698,facebook,chat,nonvpn,TLS
366,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1299,facebook,chat,nonvpn,TLS
367,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
368,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
369,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
370,131.202.240.87,64.12.104.73,13389,443,tcp,0x00,0x40,128,facebook,chat,nonvpn,TLS
371,131.202.240.87,64.12.24.167,13385,443,tcp,0x00,0x40,107,facebook,chat,nonvpn,TLS
372,64.12.104.73,131.202.240.87,443,13389,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
373,64.12.24.167,131.202.240.87,443,13385,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
374,131.202.240.87,178.237.19.228,13407,443,tcp,0x00,0x40,60,facebook,chat,nonvpn,TLS
375,131.202.240.87,178.237.19.103,13404,443,tcp,0x00,0x40,60,facebook,chat,nonvpn,TLS
376,178.237.19.228,131.202.240.87,443,13407,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
377,178.237.19.103,131.202.240.87,443,13404,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
378,131.202.240.87,178.237.19.227,13397,443,tcp,0x00,0x40,60,facebook,chat,nonvpn,TLS
379,131.202.240.87,178.237.24.202,13393,443,tcp,0x00,0x40,60,facebook,chat,nonvpn,TLS
380,178.237.24.202,131.202.240.87,443,13393,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
381,178.237.19.227,131.202.240.87,443,13397,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
382,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
383,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,443,facebook,chat,nonvpn,TLS
384,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
385,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,636,facebook,chat,nonvpn,TLS
386,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
387,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
388,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
389,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
390,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1176,facebook,chat,nonvpn,TLS
391,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
392,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,479,facebook,chat,nonvpn,TLS
393,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
394,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
395,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
396,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,251,facebook,chat,nonvpn,TLS
397,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
398,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
399,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
400,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
401,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
402,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
403,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,697,facebook,chat,nonvpn,TLS
404,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1300,facebook,chat,nonvpn,TLS
405,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
406,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
407,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,964,facebook,chat,nonvpn,TLS
408,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
409,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,635,facebook,chat,nonvpn,TLS
410,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
411,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
412,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
413,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,129,facebook,chat,nonvpn,TLS
414,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
415,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
416,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
417,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,148,facebook,chat,nonvpn,TLS
418,131.202.240.87,131.202.244.3,56964,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
419,131.202.244.3,131.202.240.87,53,56964,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
420,131.202.240.87,131.202.244.3,56964,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
421,131.202.244.3,131.202.240.87,53,56964,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
422,131.202.240.87,131.202.244.3,56965,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
423,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
424,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,121,facebook,chat,nonvpn,TLS
425,131.202.244.3,131.202.240.87,53,56965,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
426,131.202.240.87,131.202.244.3,56965,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
427,131.202.244.3,131.202.240.87,53,56965,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
428,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
429,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
430,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1300,facebook,chat,nonvpn,TLS
431,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
432,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
433,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
434,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
435,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
436,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
437,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
438,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,173,facebook,chat,nonvpn,TLS
439,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
440,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
441,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,308,facebook,chat,nonvpn,TLS
442,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
443,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
444,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
445,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
446,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,786,facebook,chat,nonvpn,TLS
447,131.202.240.87,131.202.244.3,56966,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
448,131.202.244.3,131.202.240.87,53,56966,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
449,131.202.240.87,131.202.244.3,56966,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
450,131.202.244.3,131.202.240.87,53,56966,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
451,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,710,facebook,chat,nonvpn,TLS
452,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
453,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
454,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
455,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
456,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
457,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,343,facebook,chat,nonvpn,TLS
458,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
459,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,126,facebook,chat,nonvpn,TLS
460,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
461,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
462,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,804,facebook,chat,nonvpn,TLS
463,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1300,facebook,chat,nonvpn,TLS
464,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
465,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,697,facebook,chat,nonvpn,TLS
466,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
467,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,638,facebook,chat,nonvpn,TLS
468,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
469,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,821,facebook,chat,nonvpn,TLS
470,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
471,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1300,facebook,chat,nonvpn,TLS
472,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
473,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
474,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
475,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
476,131.202.240.87,131.202.244.3,56967,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
477,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
478,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,151,facebook,chat,nonvpn,TLS
479,131.202.244.3,131.202.240.87,53,56967,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
480,131.202.240.87,131.202.244.3,56967,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
481,131.202.244.3,131.202.240.87,53,56967,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
482,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
483,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
484,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
485,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
486,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,146,facebook,chat,nonvpn,TLS
487,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
488,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
489,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
490,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,636,facebook,chat,nonvpn,TLS
491,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
492,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
493,131.202.240.87,173.252.110.27,1967,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
494,131.202.240.87,131.202.244.3,56968,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
495,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
496,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1298,facebook,chat,nonvpn,TLS
497,131.202.244.3,131.202.240.87,53,56968,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
498,131.202.240.87,131.202.244.3,56968,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
499,131.202.244.3,131.202.240.87,53,56968,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
500,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
501,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,151,facebook,chat,nonvpn,TLS
502,131.202.240.87,131.202.244.3,56969,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
503,131.202.244.3,131.202.240.87,53,56969,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
504,131.202.240.87,131.202.244.3,56969,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
505,131.202.244.3,131.202.240.87,53,56969,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
506,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
507,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
508,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
509,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
510,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
511,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1178,facebook,chat,nonvpn,TLS
512,173.252.110.27,131.202.240.87,443,1967,tcp,0x00,0x40,1168,facebook,chat,nonvpn,TLS
513,173.252.110.27,131.202.240.87,443,1959,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
514,131.202.240.87,173.252.110.27,1959,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
